Player Name,Player Id,Season,Date,Home-Game,Minutes Played
Cleiton,468247,2021,20/04/22,0,90'
Cleiton,468247,2021,31/05/22,1,90'
Cleiton,468247,2021,27/01/22,0,90'
Cleiton,468247,2021,31/01/22,1,90'
Cleiton,468247,2021,03/02/22,1,90'
Cleiton,468247,2021,06/02/22,0,90'
Cleiton,468247,2021,09/02/22,1,90'
Cleiton,468247,2021,13/02/22,0,90'
Cleiton,468247,2021,17/02/22,1,90'
Cleiton,468247,2021,20/02/22,0,90'
Cleiton,468247,2021,27/02/22,0,90'
Cleiton,468247,2021,06/03/22,1,90'
Cleiton,468247,2021,13/03/22,0,82'
Cleiton,468247,2021,23/03/22,1,90'
Cleiton,468247,2021,26/03/22,0,90'
Sergio Rochet,264014,2023,23/06/24,1,90'
Sergio Rochet,264014,2023,27/06/24,1,90'
Sergio Rochet,264014,2023,01/07/24,0,90'
Sergio Rochet,264014,2023,06/07/24,1,90'
Sergio Rochet,264014,2023,10/07/24,1,90'
Sergio Rochet,264014,2023,13/07/24,0,90'
Sergio Rochet,264014,2023,05/06/24,0,90'
Sergio Rochet,264014,2023,13/04/24,1,90'
Sergio Rochet,264014,2023,17/04/24,0,90'
Sergio Rochet,264014,2023,21/04/24,0,90'
Sergio Rochet,264014,2023,28/04/24,1,90'
Sergio Rochet,264014,2023,01/06/24,0,90'
Sergio Rochet,264014,2023,20/07/24,0,90'
Sergio Rochet,264014,2023,27/07/24,0,90'
Sergio Rochet,264014,2023,04/08/24,1,90'
Sergio Rochet,264014,2023,11/08/24,1,90'
Sergio Rochet,264014,2023,14/08/24,1,90'
Sergio Rochet,264014,2023,18/08/24,0,90'
Sergio Rochet,264014,2023,25/08/24,1,90'
Sergio Rochet,264014,2023,01/09/24,0,90'
Sergio Rochet,264014,2023,16/09/24,1,90'
Sergio Rochet,264014,2023,22/09/24,0,90'
Sergio Rochet,264014,2023,25/09/24,0,90'
Sergio Rochet,264014,2023,29/09/24,1,90'
Sergio Rochet,264014,2023,05/10/24,0,90'
Sergio Rochet,264014,2023,19/10/24,1,90'
Sergio Rochet,264014,2023,26/10/24,0,90'
Sergio Rochet,264014,2023,30/10/24,1,90'
Sergio Rochet,264014,2023,05/11/24,1,90'
Sergio Rochet,264014,2023,08/11/24,1,90'
Sergio Rochet,264014,2023,21/11/24,0,90'
Sergio Rochet,264014,2023,24/11/24,1,90'
Sergio Rochet,264014,2023,01/12/24,0,90'
Sergio Rochet,264014,2023,04/12/24,1,90'
Sergio Rochet,264014,2023,02/04/24,0,90'
Sergio Rochet,264014,2023,10/04/24,1,90'
Sergio Rochet,264014,2023,25/04/24,0,90'
Sergio Rochet,264014,2023,28/05/24,1,90'
